Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,Attribute21,Attribute22,Attribute23
2015-10-17,29,5.0,31.9,0.0,,12.1,WSW,41.0,ESE,SW,17.0,30.0,43.0,27.0,1017.8,1012.7,,,22.1,29.8,No,No
2015-10-19,29,10.0,22.9,2.4,,10.2,S,35.0,S,SW,15.0,22.0,67.0,44.0,1022.9,1020.5,8.0,2.0,16.9,21.2,Yes,No
2015-10-21,29,8.5,34.5,0.0,,12.3,E,39.0,ENE,WSW,17.0,24.0,36.0,24.0,1017.4,1014.0,0.0,0.0,25.4,31.9,No,No
2015-10-22,29,11.5,25.9,0.0,,5.3,W,35.0,SSW,W,7.0,22.0,77.0,64.0,1014.1,1014.2,8.0,8.0,21.2,22.5,No,No
2015-10-24,29,8.1,26.7,0.0,,6.3,ESE,56.0,SSE,SSW,13.0,30.0,63.0,43.0,1020.0,1016.1,7.0,,18.9,24.3,No,No
2015-10-28,29,17.5,29.4,0.2,,11.1,WSW,35.0,ESE,WSW,11.0,20.0,62.0,41.0,1014.6,1013.2,3.0,6.0,23.9,27.6,No,No
2015-10-29,29,14.9,29.3,0.0,,10.1,WSW,35.0,NNW,WSW,11.0,20.0,75.0,54.0,1016.3,1013.7,8.0,1.0,21.2,27.6,No,No
2015-10-31,29,15.6,27.0,4.4,,10.8,W,39.0,W,WSW,4.0,20.0,77.0,54.0,1016.9,1015.0,8.0,7.0,21.2,25.3,Yes,No
2015-11-18,29,12.3,23.6,0.6,,8.5,WSW,48.0,W,WSW,31.0,30.0,45.0,46.0,1015.9,1016.1,6.0,8.0,22.3,21.1,No,No
2015-11-23,29,13.4,31.0,0.0,,11.5,WSW,35.0,NW,W,6.0,22.0,68.0,43.0,1014.5,1012.0,3.0,5.0,23.6,28.4,No,No
2015-11-27,29,14.7,35.0,0.0,,13.0,WNW,41.0,N,SW,9.0,20.0,37.0,33.0,1011.7,1009.5,,,27.9,30.4,No,No
2015-11-28,29,16.2,30.2,0.0,,12.6,SW,39.0,SE,WSW,9.0,26.0,52.0,42.0,1014.5,1013.1,,,23.5,28.3,No,No
2015-12-14,29,10.8,28.2,0.0,,13.3,SW,44.0,W,W,7.0,24.0,61.0,42.0,1014.7,1013.0,,,22.3,26.5,No,No
2015-12-18,29,14.1,29.1,0.0,,12.8,WSW,48.0,NW,SW,9.0,31.0,49.0,50.0,1009.1,1008.6,,,23.8,24.7,No,No
2015-12-22,29,21.5,41.0,0.0,,13.0,NNW,59.0,ENE,S,17.0,11.0,31.0,22.0,1011.4,1008.4,,6.0,33.2,38.3,No,No
2016-01-03,29,19.3,38.1,0.0,,12.3,SE,43.0,SE,ESE,24.0,19.0,43.0,25.0,1011.7,1008.8,,1.0,28.5,37.3,No,No
2016-01-04,29,24.2,34.7,0.0,,4.2,SW,35.0,E,W,6.0,22.0,40.0,33.0,1010.6,1009.5,,,29.5,33.3,No,No
2016-01-12,29,18.4,29.1,0.0,,7.0,SW,46.0,SSW,SW,13.0,22.0,64.0,49.0,1014.0,1013.9,8.0,1.0,24.4,26.5,No,No
2016-01-17,29,18.3,35.0,1.4,,9.2,W,33.0,S,SW,11.0,20.0,40.0,35.0,1010.4,1006.7,,,28.7,30.5,Yes,No
2016-01-25,29,21.8,36.4,2.0,,9.2,ENE,50.0,ENE,SSW,30.0,13.0,71.0,39.0,1009.8,1007.1,6.0,5.0,25.1,35.1,Yes,No
2016-01-30,29,23.4,31.5,0.0,,1.3,ENE,59.0,ENE,S,15.0,17.0,31.0,81.0,1005.8,1006.3,1.0,7.0,29.6,21.1,No,Yes
2016-02-04,29,15.9,35.2,0.0,,12.6,E,48.0,E,,24.0,,37.0,,1018.9,,,,26.3,,No,No
2016-02-05,29,15.6,37.3,0.0,,12.7,SSW,50.0,NE,SW,13.0,37.0,28.0,21.0,1014.9,1012.0,,,29.6,34.2,No,No
2016-02-11,29,15.9,38.1,0.0,,12.3,SSW,37.0,NW,WSW,4.0,22.0,34.0,30.0,1013.3,1010.8,,,27.1,35.9,No,No
2016-03-04,29,13.6,29.6,0.0,,11.9,SW,43.0,S,WSW,17.0,28.0,63.0,43.0,1019.9,1015.9,,,20.5,27.7,No,No
2016-03-06,29,16.7,32.8,0.0,,11.8,ESE,52.0,E,ESE,26.0,20.0,57.0,31.0,1019.1,1016.1,,1.0,23.5,31.9,No,No
2016-03-09,29,15.3,39.4,0.0,,11.7,ENE,43.0,ENE,WSW,30.0,28.0,34.0,18.0,1012.6,1009.2,,1.0,28.5,36.7,No,No
2016-03-11,29,16.7,33.0,0.0,,11.1,SW,41.0,SSE,WSW,13.0,28.0,48.0,39.0,1015.4,1012.5,1.0,,24.1,30.4,No,No
2016-04-08,29,16.3,25.4,0.0,,6.3,E,30.0,E,NE,17.0,11.0,46.0,44.0,1018.3,1016.3,,,20.5,24.9,No,No
2016-04-12,29,19.0,26.6,8.0,,0.8,NNW,28.0,N,WSW,9.0,9.0,86.0,87.0,1022.0,1018.8,8.0,8.0,21.2,23.0,Yes,Yes
2016-04-23,29,18.1,29.2,0.0,,10.1,ENE,46.0,NNE,NNE,15.0,13.0,54.0,30.0,1021.0,1016.8,,,21.0,29.0,No,No
2016-04-24,29,14.4,29.2,0.0,,5.9,NNW,33.0,N,WNW,11.0,20.0,56.0,65.0,1014.9,1013.6,1.0,1.0,23.3,25.0,No,No
2016-04-28,29,8.9,21.0,1.0,,5.2,W,59.0,NW,WNW,15.0,28.0,90.0,71.0,1016.5,1013.5,8.0,8.0,15.1,19.5,No,Yes
2016-05-08,29,2.6,16.6,5.0,,9.2,S,35.0,SSE,SSW,7.0,13.0,89.0,50.0,1019.9,1018.9,,,10.2,16.0,Yes,No
2016-05-12,29,3.8,26.3,0.0,,9.7,W,37.0,N,W,7.0,22.0,68.0,36.0,1016.9,1013.7,,,17.5,25.1,No,No
2016-06-13,29,10.9,18.4,29.0,,6.6,SW,28.0,NE,SW,6.0,20.0,95.0,66.0,1015.5,1016.2,8.0,1.0,12.3,17.8,Yes,No
2016-06-16,29,6.9,19.1,0.0,,5.7,E,20.0,ENE,S,6.0,9.0,88.0,68.0,1021.7,1019.0,,7.0,11.9,18.3,No,No
2016-06-17,29,11.0,16.2,0.0,,9.2,E,37.0,SE,SE,13.0,9.0,77.0,69.0,1022.7,1021.3,,8.0,12.5,15.3,No,No
2016-07-16,29,13.8,21.8,0.0,,0.7,NNW,46.0,N,NNW,22.0,31.0,68.0,74.0,1013.0,1007.8,7.0,6.0,16.5,21.1,No,Yes
2016-07-27,29,5.1,18.6,0.0,,5.0,ENE,35.0,ESE,NE,6.0,9.0,84.0,52.0,1026.4,1022.8,,,11.6,18.0,No,No
2016-07-29,29,11.1,23.4,0.0,,3.5,NW,67.0,N,NW,17.0,43.0,75.0,68.0,1015.9,1011.9,7.0,1.0,17.3,21.8,No,No
2016-08-14,29,5.0,22.9,0.0,,9.9,NNW,35.0,S,NNW,11.0,13.0,80.0,47.0,1019.5,1013.3,,,10.9,22.8,No,No
2016-08-19,29,8.9,16.2,0.0,,1.9,WNW,28.0,N,NW,11.0,13.0,77.0,69.0,1024.6,1022.1,7.0,8.0,11.1,14.8,No,Yes
2016-08-25,29,8.0,18.8,0.0,,9.6,ENE,48.0,ENE,ENE,33.0,20.0,70.0,48.0,1024.8,1019.4,,,11.4,18.5,No,No
2016-09-15,29,3.1,19.5,0.0,,7.2,,,NW,NW,6.0,22.0,72.0,71.0,1017.8,1013.2,,8.0,13.0,15.9,No,Yes
2016-09-19,29,4.7,16.1,11.2,,9.3,S,59.0,S,SW,20.0,24.0,71.0,60.0,1017.3,1017.2,1.0,5.0,11.6,15.6,Yes,No
2016-09-30,29,4.6,19.1,0.0,,5.2,W,54.0,N,W,15.0,30.0,72.0,60.0,1009.1,1007.1,8.0,8.0,15.1,18.7,No,Yes
2016-10-18,29,8.9,22.1,0.0,,11.9,E,46.0,E,SW,26.0,7.0,54.0,42.0,1023.4,1018.9,,,15.3,21.5,No,No
2016-10-27,29,5.2,23.3,0.0,,11.8,WSW,39.0,SSE,SSW,20.0,20.0,63.0,42.0,1020.8,1017.5,4.0,,17.9,22.6,No,No
2016-10-31,29,9.0,24.5,0.0,,12.2,SW,39.0,SE,SW,24.0,30.0,52.0,41.0,1021.1,1018.0,,,17.0,22.4,No,No
2016-11-02,29,10.9,32.3,0.0,,12.5,ESE,41.0,ENE,SW,9.0,30.0,40.0,27.0,1014.1,1009.9,,,23.0,30.6,No,No
2016-11-14,29,13.5,37.4,0.0,,12.9,NE,57.0,NE,ENE,28.0,13.0,16.0,10.0,1013.6,1008.5,,,28.3,36.5,No,No
2016-12-01,29,11.4,26.3,0.0,,10.2,SW,44.0,SE,SW,17.0,28.0,55.0,40.0,1016.2,1013.0,6.0,,20.4,24.5,No,No
2016-12-05,29,9.9,26.1,0.0,,12.7,SW,52.0,SSE,SW,19.0,31.0,49.0,37.0,1014.8,1013.4,,,19.4,23.9,No,No
2016-12-09,29,11.7,37.6,0.0,,13.3,WSW,44.0,NE,W,13.0,30.0,28.0,12.0,1014.5,1010.8,,,26.8,36.4,No,No
2016-12-11,29,15.0,32.2,0.0,,8.0,WSW,48.0,WSW,SSW,9.0,26.0,62.0,20.0,1011.3,1006.9,,6.0,24.3,29.2,No,Yes
2016-12-24,29,14.9,34.4,0.0,,13.1,WSW,43.0,SSW,SSW,9.0,28.0,41.0,37.0,1006.8,1004.0,,,25.8,30.5,No,No
2016-12-25,29,16.5,34.9,0.0,,13.2,E,48.0,SSE,SSE,20.0,13.0,41.0,24.0,1010.8,1006.8,,,25.1,33.6,No,No
2017-01-10,29,17.4,39.9,0.0,,13.1,E,48.0,ENE,SW,17.0,24.0,27.0,17.0,1009.9,1007.4,,,30.4,38.7,No,No
2017-01-23,29,9.1,27.9,0.0,,12.7,SSW,44.0,S,SSW,22.0,24.0,49.0,36.0,1016.5,1014.5,,,20.2,26.5,No,No
2017-01-26,29,24.5,42.6,0.0,,13.0,NNE,41.0,NNE,W,19.0,11.0,14.0,9.0,1013.0,1008.9,,,34.4,41.9,No,No
2017-01-28,29,19.7,43.1,0.0,,12.7,ESE,50.0,E,SW,24.0,31.0,38.0,24.0,1008.1,1002.9,1.0,,28.2,41.2,No,No
2017-02-01,29,17.1,29.5,29.6,,11.2,ESE,41.0,E,E,20.0,20.0,69.0,55.0,1017.6,1015.5,,,22.2,27.9,Yes,No
2017-02-03,29,19.5,35.0,0.0,,12.2,WSW,39.0,SSW,SW,7.0,24.0,58.0,41.0,1008.6,1006.1,1.0,,28.8,33.1,No,No
2017-02-05,29,16.5,30.6,0.0,,12.6,E,59.0,ESE,E,31.0,20.0,60.0,35.0,1011.9,1008.3,6.0,,21.5,29.2,No,No
2017-02-16,29,18.2,32.0,0.0,,11.3,ESE,54.0,SE,E,22.0,9.0,62.0,44.0,1013.6,1011.8,,,22.9,30.7,No,No
2017-02-18,29,18.3,35.0,0.0,,12.4,E,54.0,ENE,E,22.0,22.0,52.0,31.0,1019.1,1015.4,,,24.0,33.7,No,No
2017-02-24,29,16.8,36.3,0.0,,12.1,E,44.0,ENE,E,20.0,15.0,36.0,15.0,1020.4,1016.7,,,26.8,35.6,No,No
2017-03-09,29,18.0,33.1,0.0,,11.0,E,43.0,SE,ESE,17.0,9.0,66.0,36.0,1012.7,1008.6,7.0,,23.0,32.1,No,No
2017-03-10,29,19.3,30.5,0.0,,11.3,ESE,56.0,SE,ESE,26.0,24.0,62.0,35.0,1012.8,1010.6,,,22.9,29.6,No,No
2017-03-11,29,15.2,30.8,0.0,,10.9,E,56.0,ESE,ESE,24.0,24.0,57.0,31.0,1016.7,1012.8,,,19.7,30.3,No,No
2017-03-13,29,19.7,25.0,5.6,,3.9,WNW,48.0,NW,W,24.0,28.0,76.0,62.0,1007.9,1008.7,8.0,8.0,22.5,22.7,Yes,No
2017-03-14,29,14.7,25.3,0.0,,7.3,W,65.0,NW,NW,24.0,39.0,89.0,51.0,1011.6,1010.3,8.0,7.0,20.0,23.5,No,No
2017-03-16,29,10.9,29.0,0.2,,11.1,E,52.0,E,NE,28.0,13.0,51.0,29.0,1017.7,1013.0,,,19.9,28.4,No,No
2017-03-18,29,15.6,19.5,1.0,,0.1,SSW,37.0,S,S,19.0,20.0,93.0,68.0,1017.0,1018.1,8.0,8.0,17.7,18.7,No,No
2017-03-21,29,17.9,21.5,0.0,,1.2,E,70.0,E,E,39.0,33.0,50.0,66.0,1008.8,1004.6,8.0,8.0,19.8,19.7,No,Yes
2017-03-23,29,15.3,25.1,0.0,,9.6,SW,39.0,SSW,SW,17.0,26.0,81.0,55.0,1013.6,1012.1,8.0,8.0,19.7,24.1,No,No
2017-03-31,29,12.3,30.5,0.0,,10.9,E,48.0,S,SE,9.0,15.0,36.0,23.0,1022.9,1020.2,,,20.8,30.3,No,No
2017-04-13,29,11.0,28.5,0.0,,10.4,E,35.0,E,SE,15.0,17.0,62.0,33.0,1024.1,1019.5,1.0,,20.5,27.3,No,No
2017-04-18,29,9.7,26.1,0.0,,8.0,WSW,37.0,SSW,SW,9.0,28.0,80.0,58.0,1012.9,1009.9,2.0,8.0,18.1,24.6,No,No
2017-04-25,29,12.1,25.1,0.0,,10.2,ESE,33.0,ESE,S,20.0,13.0,70.0,36.0,1026.4,1023.2,,,16.2,24.3,No,No
2017-05-22,29,6.5,19.9,2.4,,6.0,WSW,33.0,N,W,13.0,15.0,90.0,53.0,1019.9,1019.7,8.0,7.0,10.7,18.9,Yes,Yes
2017-05-24,29,10.5,22.4,6.4,,8.0,WSW,31.0,N,SSW,7.0,15.0,93.0,49.0,1022.9,1020.2,,2.0,15.0,20.9,Yes,No
2017-05-28,29,3.8,19.6,0.0,,9.2,ENE,31.0,E,SE,17.0,19.0,79.0,48.0,1027.4,1024.0,,2.0,12.6,18.6,No,No
2017-06-05,29,8.8,26.4,0.0,,9.2,E,26.0,E,ENE,9.0,6.0,65.0,28.0,1027.3,1023.5,,,16.6,25.5,No,No
2017-06-06,29,11.8,25.8,0.0,,7.7,NE,43.0,NNE,NNW,15.0,19.0,35.0,14.0,1024.5,1020.8,,,18.5,24.4,No,No
2017-06-16,29,4.4,21.7,0.0,,8.3,S,20.0,SE,S,6.0,13.0,95.0,47.0,1027.4,1024.6,,,10.5,20.5,No,No
2009-01-16,32,22.5,43.0,0.0,13.8,13.1,NE,50.0,NE,WNW,31.0,20.0,12.0,18.0,1011.1,1010.1,0.0,1.0,34.0,37.3,No,No
2009-01-19,32,15.7,30.0,12.6,8.0,13.2,E,72.0,SSE,SSE,17.0,20.0,68.0,39.0,1016.8,1013.9,1.0,1.0,19.5,28.0,Yes,No
2009-02-02,32,21.0,39.1,0.0,10.6,13.1,WSW,39.0,ENE,WSW,19.0,28.0,55.0,36.0,1010.6,1008.4,1.0,1.0,29.7,36.4,No,No
2009-02-08,32,15.4,32.9,0.0,9.4,13.0,E,57.0,E,E,28.0,26.0,45.0,22.0,1017.8,1015.0,0.0,0.0,18.6,30.8,No,No
2009-02-13,32,21.7,28.1,0.0,11.8,4.3,SE,52.0,SE,ESE,20.0,26.0,60.0,46.0,1013.8,1012.1,6.0,5.0,22.8,27.3,No,No
2009-02-22,32,20.0,31.7,0.0,11.8,10.9,WSW,41.0,SSW,WSW,26.0,26.0,56.0,40.0,1012.5,1010.4,5.0,1.0,21.8,30.4,No,No
2009-03-07,32,17.1,31.6,0.0,11.6,11.5,E,78.0,ENE,ESE,37.0,19.0,58.0,26.0,1020.3,1017.2,1.0,0.0,19.1,30.1,No,No
2009-03-17,32,16.2,25.6,0.0,7.4,2.9,W,48.0,NNE,W,9.0,24.0,79.0,63.0,1013.8,1013.1,7.0,8.0,19.5,22.3,No,No
2009-03-21,32,10.9,24.0,2.0,3.2,10.1,WSW,33.0,NE,WSW,9.0,17.0,73.0,35.0,1016.9,1015.7,4.0,2.0,16.2,23.2,Yes,No
2009-03-28,32,16.0,29.4,0.0,6.0,10.8,SW,44.0,S,SW,22.0,20.0,75.0,36.0,1019.9,1016.6,1.0,1.0,18.2,28.7,No,No
2009-04-26,32,7.5,26.3,0.0,3.2,9.4,W,31.0,S,WSW,6.0,22.0,68.0,46.0,1023.7,1019.9,1.0,6.0,18.1,24.5,No,No
2009-05-06,32,11.9,27.3,0.0,6.8,10.0,NE,37.0,ENE,SE,26.0,11.0,37.0,20.0,1030.3,1026.5,1.0,2.0,17.4,27.2,No,No
2009-05-18,32,6.0,23.2,0.0,4.2,8.9,NW,30.0,N,W,9.0,15.0,48.0,49.0,1015.1,1013.5,2.0,1.0,14.6,22.2,No,No
2009-05-22,32,9.8,17.2,17.2,3.4,6.2,W,91.0,WNW,W,33.0,39.0,53.0,55.0,1003.3,1005.9,3.0,4.0,15.1,15.1,Yes,Yes
2009-05-24,32,3.1,19.2,0.0,2.0,9.3,WSW,22.0,NNE,WSW,7.0,7.0,76.0,45.0,1018.9,1017.2,1.0,3.0,10.7,18.6,No,No
2009-06-11,32,12.2,16.8,20.2,4.8,0.5,WSW,37.0,WNW,S,4.0,22.0,97.0,87.0,1011.8,1010.2,7.0,7.0,13.4,13.5,Yes,Yes
2009-06-23,32,9.2,14.8,0.8,2.4,0.0,NE,41.0,E,NE,20.0,17.0,74.0,91.0,1008.9,1006.3,7.0,8.0,11.2,11.9,No,Yes
2009-07-07,32,7.9,17.7,4.0,1.8,2.0,WNW,28.0,NE,NNW,9.0,15.0,88.0,55.0,1017.9,1016.7,6.0,7.0,12.0,17.3,Yes,No
2009-07-15,32,7.1,21.2,0.0,2.2,9.1,NNW,56.0,NNE,NNE,26.0,33.0,53.0,27.0,1020.5,1014.7,0.0,1.0,13.6,20.8,No,Yes
2009-07-16,32,12.3,17.3,8.2,3.8,4.5,W,63.0,WNW,WNW,13.0,24.0,71.0,71.0,1013.1,1011.2,7.0,6.0,13.4,14.5,Yes,Yes
2009-07-29,32,5.7,20.0,0.0,1.8,9.4,E,28.0,ENE,NNE,15.0,6.0,69.0,32.0,1033.7,1030.6,1.0,1.0,10.1,19.1,No,No
2009-08-06,32,13.0,19.5,9.6,2.4,6.3,WSW,46.0,S,NW,17.0,11.0,90.0,52.0,1014.4,1015.1,7.0,1.0,14.5,18.8,Yes,No
2009-08-10,32,14.1,20.8,1.6,3.0,4.6,W,59.0,N,WSW,24.0,28.0,93.0,67.0,1006.3,1007.9,8.0,6.0,15.9,18.8,Yes,Yes
2009-08-18,32,8.4,19.3,0.6,1.8,4.6,NW,52.0,NNE,W,17.0,28.0,91.0,67.0,1009.9,1010.6,5.0,5.0,12.4,18.6,No,Yes
2009-08-22,32,12.2,17.9,1.8,2.4,3.2,WSW,50.0,WSW,W,24.0,20.0,73.0,72.0,1011.5,1010.3,7.0,8.0,16.0,15.8,Yes,Yes
2009-09-02,32,9.7,16.0,3.8,3.6,3.0,SW,56.0,WSW,SW,15.0,24.0,65.0,50.0,1018.4,1019.1,7.0,7.0,12.6,14.3,Yes,No
2009-09-03,32,9.3,17.8,0.0,2.8,3.2,WSW,26.0,E,SSW,15.0,13.0,52.0,40.0,1023.8,1021.1,7.0,5.0,13.2,16.3,No,No
2009-09-05,32,9.7,16.3,10.4,3.8,9.0,WSW,61.0,SW,WSW,22.0,37.0,81.0,48.0,1014.1,1014.3,5.0,2.0,11.0,15.0,Yes,Yes
2009-09-18,32,12.0,17.5,7.0,4.6,8.1,WSW,63.0,W,WSW,20.0,31.0,54.0,41.0,1017.2,1018.6,7.0,4.0,14.7,16.4,Yes,No
2009-09-25,32,2.5,18.7,0.0,3.6,10.3,ESE,37.0,SE,ESE,24.0,17.0,48.0,34.0,1029.5,1026.9,2.0,1.0,13.6,18.4,No,No
2009-09-26,32,7.2,21.0,0.0,6.2,11.1,E,50.0,ENE,ENE,28.0,13.0,44.0,30.0,1030.0,1024.9,1.0,0.0,14.2,20.3,No,No
2009-09-30,32,5.4,19.1,3.2,2.4,11.1,WSW,39.0,S,SW,17.0,28.0,62.0,38.0,1019.1,1018.1,1.0,2.0,11.9,16.8,Yes,No
2009-10-05,32,11.7,24.3,0.0,4.4,11.2,E,54.0,E,WSW,15.0,24.0,47.0,43.0,1021.4,1017.4,1.0,1.0,16.7,22.6,No,No
2009-10-06,32,8.5,23.8,0.0,5.8,10.9,ESE,41.0,ESE,W,15.0,22.0,63.0,48.0,1019.2,1016.5,1.0,2.0,16.6,22.8,No,No
2009-10-10,32,14.1,20.6,0.0,4.6,5.2,SW,48.0,WSW,WSW,26.0,20.0,61.0,87.0,1015.2,1015.9,4.0,7.0,17.6,16.1,No,No
2009-10-22,32,8.1,24.9,0.0,7.0,11.3,SE,39.0,S,W,4.0,24.0,56.0,52.0,1017.3,1015.3,1.0,4.0,18.3,23.1,No,No
2009-11-02,32,10.4,26.4,0.0,8.4,12.7,E,54.0,ENE,E,37.0,17.0,37.0,19.0,1024.8,1021.1,0.0,1.0,17.3,25.9,No,No
2009-11-03,32,11.3,31.3,0.0,9.4,12.7,E,54.0,ENE,ESE,28.0,13.0,36.0,13.0,1023.1,1018.6,1.0,1.0,19.9,30.8,No,No
2009-11-07,32,13.3,24.0,0.0,5.8,8.1,W,41.0,NNW,W,17.0,24.0,59.0,52.0,1012.3,1013.4,7.0,7.0,20.6,21.3,No,No
2009-11-08,32,11.1,23.5,0.0,6.0,11.3,SW,35.0,S,WSW,7.0,22.0,60.0,40.0,1020.6,1019.3,3.0,1.0,19.7,22.1,No,No
2009-11-15,32,9.4,27.6,0.0,6.2,10.9,WSW,37.0,W,WSW,9.0,26.0,49.0,44.0,1014.3,1010.8,1.0,1.0,23.1,25.8,No,No
2009-11-19,32,13.2,21.4,19.6,3.0,8.2,SSW,59.0,WSW,SW,13.0,41.0,88.0,49.0,1007.5,1009.0,6.0,3.0,15.0,20.6,Yes,Yes
2009-11-22,32,11.4,27.8,0.0,6.8,13.1,SSW,44.0,ESE,SW,20.0,30.0,56.0,42.0,1023.9,1021.1,1.0,1.0,19.8,25.7,No,No
2009-11-24,32,11.3,37.1,0.0,9.2,13.2,N,39.0,NNE,W,17.0,24.0,16.0,9.0,1019.7,1016.0,0.0,0.0,29.3,32.8,No,No
2009-11-27,32,6.8,22.9,0.0,8.2,13.1,WSW,39.0,ESE,SW,13.0,24.0,40.0,40.0,1022.1,1019.4,7.0,3.0,17.3,21.4,No,No
2009-12-04,32,13.4,35.8,0.0,9.0,13.1,E,46.0,E,SSE,28.0,9.0,37.0,17.0,1019.1,1014.5,4.0,5.0,23.4,34.6,No,No
2009-12-13,32,13.0,39.0,0.0,11.8,13.5,ENE,37.0,NE,W,30.0,28.0,15.0,17.0,1011.6,1009.1,2.0,2.0,33.0,34.2,No,No
2009-12-18,32,15.4,34.8,0.0,11.4,12.7,E,59.0,ENE,SE,31.0,9.0,35.0,13.0,1019.5,1014.8,4.0,1.0,23.1,33.8,No,No
2009-12-31,32,15.2,27.6,0.0,11.2,12.1,ESE,48.0,E,SSW,28.0,30.0,41.0,39.0,1016.7,1013.5,0.0,0.0,21.0,25.3,No,No
2010-01-17,32,20.5,43.0,0.0,15.8,13.2,E,65.0,NE,S,26.0,9.0,21.0,10.0,1015.0,1011.0,0.0,0.0,30.2,42.2,No,No
2010-01-26,32,20.7,34.3,0.0,7.2,13.2,ESE,52.0,E,SSW,28.0,17.0,51.0,32.0,1012.8,1009.4,1.0,2.0,25.0,33.2,No,No
2010-01-28,32,19.7,36.6,0.0,10.6,13.0,E,67.0,ESE,E,15.0,19.0,49.0,24.0,1014.2,1010.2,0.0,0.0,25.5,35.5,No,No
2010-03-06,32,12.8,29.5,0.0,7.4,11.4,ESE,44.0,E,E,28.0,22.0,45.0,27.0,1025.1,1020.8,1.0,1.0,19.9,28.9,No,No
2010-03-12,32,28.6,41.1,0.0,11.4,7.7,NNE,43.0,NE,N,26.0,17.0,19.0,12.0,1017.6,1013.7,6.0,4.0,31.5,40.8,No,No
2010-03-16,32,16.1,26.6,0.0,9.8,10.4,WSW,50.0,SSE,SW,28.0,30.0,45.0,31.0,1019.3,1017.4,2.0,1.0,21.2,24.9,No,No
2010-04-09,32,15.7,25.6,0.0,5.6,8.7,WSW,41.0,S,SW,13.0,30.0,73.0,47.0,1019.0,1016.0,2.0,1.0,17.7,23.6,No,No
2010-04-17,32,11.1,26.9,0.0,4.2,8.8,E,57.0,ENE,E,30.0,11.0,66.0,39.0,1019.3,1015.6,7.0,7.0,18.8,25.7,No,No
2010-04-24,32,8.2,24.8,0.0,3.4,10.2,ENE,39.0,ENE,E,28.0,17.0,58.0,17.0,1024.3,1020.3,2.0,1.0,14.4,24.2,No,No
2010-04-27,32,9.2,26.6,0.0,4.4,10.1,ENE,35.0,ENE,WSW,26.0,7.0,56.0,28.0,1029.0,1023.8,0.0,0.0,16.3,26.0,No,No
2010-04-28,32,7.3,29.6,0.0,4.4,8.2,ENE,31.0,ENE,SW,15.0,7.0,40.0,25.0,1023.8,1019.6,1.0,7.0,18.9,29.3,No,No
2010-05-17,32,5.7,22.8,0.0,3.2,8.4,ENE,35.0,ENE,NE,17.0,17.0,58.0,25.0,1019.0,1013.9,6.0,6.0,14.6,22.2,No,No
2010-05-25,32,7.9,19.4,0.0,3.2,7.8,NNE,28.0,NE,E,9.0,11.0,68.0,43.0,1020.7,1016.6,4.0,1.0,13.3,18.5,No,No
2010-06-15,32,14.2,16.4,11.6,0.6,0.0,S,72.0,NE,S,11.0,35.0,94.0,93.0,1011.3,1009.6,8.0,8.0,14.4,13.0,Yes,Yes
2010-07-02,32,4.0,16.8,0.0,2.2,6.2,SE,28.0,SE,SE,13.0,15.0,82.0,46.0,1025.9,1023.8,7.0,4.0,8.8,15.3,No,No
2010-07-05,32,-0.5,16.6,0.0,1.0,7.7,ENE,19.0,NE,SSE,13.0,9.0,70.0,42.0,1027.8,1024.9,2.0,7.0,8.7,16.2,No,No
2010-07-06,32,1.8,18.0,0.0,1.8,8.2,NE,20.0,NE,NNE,13.0,7.0,72.0,41.0,1025.4,1021.5,6.0,4.0,8.1,17.0,No,No
2010-07-08,32,3.5,17.5,0.0,3.4,2.6,WNW,56.0,NNE,N,13.0,24.0,54.0,90.0,1005.7,1000.1,7.0,8.0,10.8,15.2,No,No
2010-07-09,32,8.8,12.3,0.0,1.8,0.9,WNW,50.0,NNE,SW,13.0,9.0,95.0,92.0,998.2,1004.7,7.0,7.0,9.3,9.6,No,No
2010-07-13,32,8.3,17.3,0.0,3.0,6.7,W,28.0,NE,W,9.0,15.0,92.0,61.0,1020.8,1020.5,5.0,7.0,11.4,16.7,No,No
2010-07-17,32,4.4,17.5,0.0,0.4,8.5,S,48.0,N,WSW,6.0,22.0,83.0,47.0,1026.3,1025.4,1.0,7.0,10.5,17.0,No,No
2010-07-18,32,2.0,17.0,0.0,1.8,6.8,WSW,31.0,N,W,9.0,15.0,68.0,61.0,1031.0,1029.0,7.0,6.0,10.4,15.4,No,No
2010-07-22,32,6.7,19.8,0.0,1.2,9.4,ENE,31.0,ENE,ENE,17.0,11.0,59.0,35.0,1030.6,1027.4,0.0,0.0,11.3,19.4,No,No
2010-08-01,32,5.1,21.3,0.0,1.4,9.6,,,ENE,N,15.0,15.0,73.0,42.0,1034.5,1030.3,0.0,0.0,12.0,20.9,No,No
2010-08-20,32,5.8,17.7,0.0,3.2,3.0,N,30.0,NE,W,11.0,17.0,75.0,68.0,1022.2,1019.0,7.0,7.0,10.4,14.8,No,No
2010-09-06,32,4.9,22.5,0.0,3.4,10.1,WNW,35.0,,WSW,0.0,15.0,62.0,33.0,1020.2,1014.3,2.0,5.0,14.6,21.2,No,No
